k_14x1x3 greedy 14 1 3 8.543258	k_14x1x3.greedy 22	k_14x1x3.greedy 32	k_14x1x3 pbqp 14 1 3 12.957455	k_14x1x3.pbqp 19	k_14x1x3.pbqp 32
k_14x2x1 greedy 14 2 1 22.938103	k_14x2x1.greedy 0	k_14x2x1.greedy 16	k_14x2x1 pbqp 14 2 1 23.016514	k_14x2x1.pbqp 0	k_14x2x1.pbqp 16
k_14x2x2 greedy 14 2 2 8.269549	k_14x2x2.greedy 35	k_14x2x2.greedy 32	k_14x2x2 pbqp 14 2 2 13.633159	k_14x2x2.pbqp 13	k_14x2x2.pbqp 32
k_14x3x1 greedy 14 3 1 22.545616	k_14x3x1.greedy 0	k_14x3x1.greedy 17	k_14x3x1 pbqp 14 3 1 22.411558	k_14x3x1.pbqp 0	k_14x3x1.pbqp 17
k_1x10x1 greedy 1 10 1 4.320328	k_1x10x1.greedy 0	k_1x10x1.greedy 11	k_1x10x1 pbqp 1 10 1 4.319159	k_1x10x1.pbqp 0	k_1x10x1.pbqp 11
k_1x10x2 greedy 1 10 2 8.027840	k_1x10x2.greedy 0	k_1x10x2.greedy 12	k_1x10x2 pbqp 1 10 2 8.026831	k_1x10x2.pbqp 0	k_1x10x2.pbqp 12
k_1x10x3 greedy 1 10 3 8.891178	k_1x10x3.greedy 0	k_1x10x3.greedy 13	k_1x10x3 pbqp 1 10 3 8.902228	k_1x10x3.pbqp 0	k_1x10x3.pbqp 13
k_1x10x4 greedy 1 10 4 8.662519	k_1x10x4.greedy 0	k_1x10x4.greedy 14	k_1x10x4 pbqp 1 10 4 9.053036	k_1x10x4.pbqp 0	k_1x10x4.pbqp 14
k_1x11x1 greedy 1 11 1 4.356749	k_1x11x1.greedy 0	k_1x11x1.greedy 12	k_1x11x1 pbqp 1 11 1 4.346423	k_1x11x1.pbqp 0	k_1x11x1.pbqp 12
k_1x11x2 greedy 1 11 2 8.014631	k_1x11x2.greedy 0	k_1x11x2.greedy 13	k_1x11x2 pbqp 1 11 2 8.013016	k_1x11x2.pbqp 0	k_1x11x2.pbqp 13
k_1x11x3 greedy 1 11 3 8.922015	k_1x11x3.greedy 0	k_1x11x3.greedy 14	k_1x11x3 pbqp 1 11 3 8.917092	k_1x11x3.pbqp 0	k_1x11x3.pbqp 14
